label,text,clean_text_adv
pos,hey guys! how are you ? :),hey guy
neg,"i thought it was true, you have to stop playing with my feelings guys :(((
#ZaynIsComingBackOnJuly26",think true stop playing feeling guy zayniscomingbackonjuly26
pos,"@MhmmdIqbale Happy Birthday Iqbal, Wish You All The Best :)",mhmmdiqbale happy birthday iqbal wish best
neg,Shanzay salabraty :(((,shanzay salabraty
neg,@jrmychan hahah he dunwan to keep me also suan le ba haiz seeing everyone otw rn :(,jrmychan hahah dunwan keep also suan le ba haiz see everyone otw rn
pos,@nechantya hi please do check our final design :) https://t.co/EXt098Yq1b,nechantya hi please check final design
neg,@Oduun_ lmao :( most natural hair I've seen is ugly I swear,oduun lmao natural hair see ugly swear
neg,"i can't be there for you anymore &amp; i'm sorry bc of me , you're not yourself anymore :-(",anymore amp sorry bc anymore
neg,@elmyra I tried to support but only UK citizens can sign :(,elmyra try support uk citizen sign
neg,"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.343
》》》》ＳＥＥ ＭＥ
♛♛♛",♛♛♛ 》》》》 love much believe follow please follow please justin justinbieber x15343 》》》》see ♛♛♛
pos,@majesticnobhd I DREW ALEKS :D,majesticnobhd draw aleks
neg,@s0ulfl0wr When's your birthday ? :(,s0ulfl0wr birthday
pos,@lee_ball @imikerussell @SocialBro Ohh #HappyFriday! Thanks for the love team. :),leeball imikerussell socialbro ohh happyfriday thanks love team
pos,@DescentHypnosis Well received but not necessary. :) https://t.co/mRAJMGm0Nm,descenthypnosis well receive necessary
pos,Oh be :D,oh
neg,@marmice08 :((((((((((( but hopefully chwang will still drag him out to eat later sobs,marmice08 hopefully chwang still drag eat later sob
pos,@valenaty_4ever Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),valenaty4ever hi would like impastel concert let know city country start work thanks
pos,"@SurreyHillsBrew ...and when we play the Al***n, he'll score all fucking night :)",surreyhillsbrew play aln score fuck night
neg,Who's doing giveaways for muster goods? :( or any merchs,giveaway muster good merchs
neg,@Marguuuuh it's raining :-(,marguuuuh rain
pos,@Jux_Clerance elephants also enjoy the taste of the unique Marula fruit :),juxclerance elephant also enjoy taste unique marula fruit
pos,@yasminyasir96 yeah but it will be better if we use her official Account :) Like The Other @PracchiNDesai ❤️,yasminyasir96 yeah well use official account like pracchindesai ❤️
pos,@ArtForCause So glad you did Sonal. :) Are you on instagram? What's your id?,artforcause glad sonal instagram id
pos,@Little_Nells happy birthday :)🎉🎈,littlenells happy birthday 🎉🎈
pos,"Discovery of cousin Earth Kepler-452b at 1400 light yrs away, teleportation is the only possible way we arrive :-)  http://t.co/7MKOJIndxF",discovery cousin earth kepler452b 1400 light yr away teleportation possible way arrive
pos,@dv891798 Learning a new skill takes time to perfect &amp; master. https://t.co/u9YXV5HPjO - Thanks for the favourite :),dv891798 learn new skill take time perfect amp master thanks favourite
neg,"@scottybev I'm not surprised, that sounds hellish! Why would you do such a thing? :(",scottybev surprise sound hellish would thing
neg,i want pretzels now :( #bb17 #bblf,want pretzel bb17 bblf
neg,@Y0rgi Wish I could give some to you. I really do. But I cant :(,y0rgi wish could give really cant
neg,@lionel_federer @ChocolateCharsi famished :(,lionelfederer chocolatecharsi famish
pos,"Morning Everyone,

We're open from 12pm every day until Sunday now :) 

Hello Weekend, come say 'how do you do?' x http://t.co/PTZfvCIUa9",morning everyone open 12pm every day sunday hello weekend come say x
neg,Looking for fun? SNAPCHAT - luceleva21 #snapchat #kikgirl #porno #nudes #omegle #countrymusic #sexysasunday :( http://t.co/T8pqZuLaEx,look fun snapchat luceleva21 snapchat kikgirl porno nude omegle countrymusic sexysasunday
neg,@devjoshi10 dev I.m verry sad cause you on twitter and than me off :(,devjoshi10 dev im verry sad cause twitter
pos,@LoLEsportspedia thanks :D,lolesportspedia thanks
pos,...because it's Friday :D (y) http://t.co/6rA4ZlpjO9,friday
neg,so fucking tired and i have to drive home :(,fuck tired drive home
neg,@ShahidsSuperFan Miss you too :( I'm so busy these week. How are you ?,shahidssuperfan miss busy week
pos,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @Teny101,hello get youth job opportunity follow gtgt tolajobjobs teny101
neg,@notch hmm. I have been thinking about getting one for a while. Might get one inte future. I really miss buckling springs :(,notch hmm think get one might get one inte future really miss buckling spring
pos,Happy 30th wedding anniversary to my folks :),happy 30th wedding anniversary folk
neg,so cute :( https://t.co/VWLsPT6y1R,cute
pos,@_Sampath @gnanodayam @wtfex I did not mean literally sir :-) JR developed properties along their HSR lines to create user base,sampath gnanodayam wtfex mean literally sir jr develop property along hsr line create user base
neg,Don't wanna live in the world where people get shot when going to cinema #LouisianaShooting :((,wan na live world people get shot go cinema louisianashooting
neg,Don't quite know yet what is about to come out on Hulk Hogan today but clearly Hulkamania is officially dead. :(,quite know yet come hulk hogan today clearly hulkamania officially dead
pos,I love u. :p https://t.co/0zr3VlB5kL,love u p
pos,@GP2_Official what's the hashtag for the weekend guys? :),gp2official hashtag weekend guy
neg,"I'm sorry to :-( :-(  :-( 
Block",sorry block
neg,Until when? :(,
pos,*yawns* good morning everyone *wags tail* how is everyone doing today :D,yawn good morning everyone wags tail everyone today
neg,7 hours travel time! Ugh! :(,7 hour travel time ugh
neg,i got stung by a wasp im crying so hard the tweak keeps getting bigger ive never been stung by one before i hope im not allergic to it :(,get stung wasp im cry hard tweak keep get big ive never sting one hope im allergic
neg,The last of my chocolate has been consumed. :(,last chocolate consume
neg,@dongvvoo1122 😀🔫 r u sure u want that b r u h we barely survive w them in tank tops :((,dongvvoo1122 🔫 r u sure u want b r u h barely survive w tank top
neg,@HelloJP How did you get it?? I've been trying for ages and no joy! :(,hellojp get try age joy
pos,Thanks :) @TONELOC101  https://t.co/rdh1X7dih6,thanks toneloc101
pos,"#FF @EmiratesInsight for the best, most recent Arsenal news on your TL. We were hacked and it's a new account. Give it a follow lads :)",ff emiratesinsight best recent arsenal news tl hack new account give follow lad
neg,Nice weather if ur a fucking duck :(,nice weather ur fuck duck
pos,"...... and we have a special offer on this ! RRP £18.99, our price £13.99.....:)",special offer rrp £1899 price £1399
pos,@CelestialTea is my favorite tea :),celestialtea favorite tea
neg,@ohkaibaeks I only have 1 though!! :(,ohkaibaeks 1 though
neg,"@zora_db Just texted you, I am dying of lurgy, Jim! :(",zoradb texted die lurgy jim
pos,@chelsea_acker THAT'S what we like to hear! Lots of bubbles please! :-) #quacketyquack http://t.co/tucq8X8Nye,chelseaacker like hear lot bubble please quacketyquack
neg,My phones broke and im missing out on Khloe's ass on Kylies snapchat and it's making me sad :(,phone break im miss khloes ass kylie snapchat make sad
pos,@thatchamdad very cute! She looks fabulous :),thatchamdad cute look fabulous
neg,missed having someone come over when i was ill :(,miss someone come ill
pos,"Indeed! Ran out of characters, knew you'd get it :) https://t.co/KfLhKQfwho",indeed ran character know would get
pos,"@ElleDonnellyx @Beverleyknight @mattcardle lovely pics, @MemphisMusical a fab show :-) x",elledonnellyx beverleyknight mattcardle lovely pics memphismusical fab show x
pos,Last orders for 2015 in by 31st July  please :-),last order 2015 31st july please
neg,Can u feel it? :((:( #exo http://t.co/ghsa262ORm,u feel exo
pos,@SeniorSpazz @TehSmileys I was bored so I did EVERYTHING :D,seniorspazz tehsmileys bore everything
pos,"@creativegossip yes I think it will b stupid to discuss abt wild card entries as of now
Now jst waiting for Vivian's performance :)",creativegossip yes think b stupid discus abt wild card entry jst wait vivians performance
pos,NBA 2K15 MyPark – The Chronicles of Gryph: Volume 3 http://t.co/120nsFCS8b ← Click Aqui :D http://t.co/soMkoKRGIa,nba 2k15 mypark chronicle gryph volume 3 ← click aqui
neg,It's not you :( @jackgilinsky #CalibraksaEP http://t.co/kQWxO527tb,jackgilinsky calibraksaep
neg,Goodbye stage :( you'll be miss,goodbye stage miss
pos,Come and design your own jute bag today :),come design jute bag today
pos,"@Marke61 :) It's something to do with the French air and lack of TV, for the first 6 months...:)!!",marke61 something french air lack tv first 6 month
neg,My throat hurts so bad what do I do? :(,throat hurt bad
neg,goTDAMN  :-( http://t.co/KkPDlQZ2F4,gotdamn
pos,Tato bulat :D https://t.co/GTgsmxNjng,tato bulat
neg,THEY DIDNT EXPECT THAT OMG THEIR FACES :((((( IM SO PROUD OF YOU INFINITE,didnt expect omg face im proud infinite
neg,I miss him :(,miss
neg,i keep changing between fe14 icons i dont know which one to pick &gt;:(,keep change fe14 icon dont know one pick gt
pos,"Great start #SE100Leaders @hiSbe_Food , shining a light on doing good in business :) @LabelledShop",great start se100leaders hisbefood shin light good business labelledshop
pos,@MarkBreech Not sure it would be good thing 4 my bottom daring 2 say 2 Miss B but Im gonna be so stubborn on mouth soaping ! #NotHavingit :p,markbreech sure would good thing 4 bottom dare 2 say 2 miss b im gon na stubborn mouth soap nothavingit p
neg,just talked to my sis :(,talk si
neg,youngjae is getting more handsome im :(((,youngjae get handsome im
neg,@marmaisxcz IKR :( lol,marmaisxcz ikr lol
neg,Rly sad that I had to rush off when that was the last time I would see everyone :-(,rly sad rush last time would see everyone
neg,It's just heavy duty Benadryl lmao but dat shit works! I forgot to take it earlier :((,heavy duty benadryl lmao dat shit work forgot take early
pos,@ijn_mikky yay ok!!! :D,ijnmikky yay ok
neg,@hanbined sad pray for me :(((,hanbined sad pray
pos,Five Nights at Freddy's 4 | Night 1 ! https://t.co/Cl0YoptUAg :D,five night freddys 4 night 1
pos,@CatrionaShearer Just let us know the best address for you :),catrionashearer let u know best address
pos,@ogyungmaya okay but who gets to see him in the morning?? That's  right i do :-)),ogyungmaya okay get see morning right
pos,@cumminiall me too :)),cumminiall
pos,buuuuuuuut oh well :-),buuuuuuuut oh well
pos,@The_Witty_SRK @DeewaniVeronica Counted it too :p 28* Bnte hain ;p,thewittysrk deewaniveronica count p 28 bnte hain p
neg,JAMES wore this in my meet and greet :((( http://t.co/MS60gaiIce,james wear meet greet
pos,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @IvanVissies,hello get youth job opportunity follow gtgt tolajobjobs ivanvissies
neg,And no i didnt get to finish chopped :(,didnt get finish chopped
neg,@nicababess it didn't work :( http://t.co/aQzxRk7nk2,nicababess work
pos,"I’m a Muslim and I love my prophets.  :)

#غردلي
 http://t.co/eELRfZu8LC",muslim love prophet غردلي
neg,THERES THIS VIBRATING NOISE THAT WOKE ME UP ANS I KEEP HEARING IT AND ITS MAKING ME SAD CUS IM SO TIRED :((,there vibrate noise woke an keep hear make sad cu im tire
pos,@Movieespeech Hey and thank you for following :),movieespeech hey thank follow
pos,Took leave to rehearse for @MOEsg's #YouthCelebrate at @SGSportsHub. Keep my bro @GeraldKoh987 company on @987fm! :) http://t.co/Ajk6gD0Hdn,take leave rehearse moesgs youthcelebrate sgsportshub keep bro geraldkoh987 company 987fm
pos,We love #Friday :),love friday
pos,@ernezpjy its old pic :),ernezpjy old pic
pos,@polarizehes heyy :) can u rt this link https://t.co/WztNf8e6cO and tag michael? please. thank you,polarizehes heyy u rt link tag michael please thank
neg,@xcorben_ Bechos. :(,xcorben bechos
pos,"There's nothing as cool as being totally over someone, No bitterness, anger or hatred towards them. Just pure indifference :)",nothing cool totally someone bitterness anger hatred towards pure indifference
pos,I will fulfil all your fantasies :) 👉 http://t.co/VuC1cI1E0u 👈💗 http://t.co/Ych5wJt7CI,fulfil fantasy 👉 👈💗
neg,"PAYDAY, but feels like payhour as its all gone to my bills immediately :(",payday feel like payhour go bill immediately
neg,@Myloit_ trop :(,myloit trop
pos,"@neskaife yes he is avail here :D
wanna join?",neskaife yes avail wan na join
neg,My poor throat :(((,poor throat
pos,@DJSMOOK GUD NIGHT :),djsmook gud night
neg,srsly? :( http://t.co/rGqzDaShNJ,srsly
pos,"Gamer Follow Train!
Follow Me
Retweet this
Follow all who retweeted
Gain active followers :) 120",gamer follow train follow retweet follow retweeted gain active follower 120
pos,LoVe Is No MatTeR :),love matter
neg,"@AlexaBailon ""let's go to a party....in our pants "" ew :( gross",alexabailon let u go partyin pant ew gross
neg,I have a headache. :(,headache
neg,Feeling a little neglected as there has been no visit from the postie today! :-(,feel little neglected visit postie today
pos,"@EoleTrading Right on, then :)",eoletrading right
pos,"@mbukmagazine Pet Mouse has to be the winner, thanks :)",mbukmagazine pet mouse winner thanks
pos,"@Dutts1981 (2/2) call before you visit to double check :) http://t.co/D7zK1MWgh3 Thanks, Beth",dutts1981 22 call visit double check thanks beth
pos,"Thanks for Sharing Dear Oshieer! :)

#realreviews #happycustomers #realoshi #dealsuthaonotebachao http://t.co/kskcAhbmEu",thanks share dear oshieer realreviews happycustomers realoshi dealsuthaonotebachao
neg,Im not getting ollys tweet notifications :(,im get ollys tweet notification
pos,@siaramelatienza  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),siaramelatienza follow jnlazts amp follow u back
neg,@EdeLabayog awww :(( kaya yan! Think positive!,edelabayog awww kaya yan think positive
neg,@Hooked_Duck that sounds cool!! Bet it doesn't float though :(,hookedduck sound cool bet float though
pos,"@lesholly20 Hey Lesley, so sorry they did not get to you, I shall send you some more out in the post tonight :)",lesholly20 hey lesley sorry get shall send post tonight
neg,@exhaustcd BUT... I HAVENT FINISHED YET :(,exhaustcd havent finish yet
pos,@fczbkk Exactly! :D,fczbkk exactly
neg,Gusto ko ng Rodic's :( someone share an order with me because one's big,gusto ko ng rodics someone share order one big
neg,@thenomimo Sorry for the delay Naomi :(,thenomimo sorry delay naomi
neg,Looking for fun? SNAPCHAT : LilyButle18 #snapchat #kikmenow #amateur #kikmeboys #seduce #hannibal #kiksexting :( http://t.co/y8RcKiqSZ3,look fun snapchat lilybutle18 snapchat kikmenow amateur kikmeboys seduce hannibal kiksexting
neg,Finally ! I hate it that Switzerland doesn't have a KFC ! :( http://t.co/U1ZU4OOuxV,finally hate switzerland kfc
pos,Inside Out will happen today! :D,inside happen today
neg,Spazzing on everything soobin dances :(,spazzing everything soobin dance
pos,@zaynahoranpayno Your Welcome! :D,zaynahoranpayno welcome
neg,I wish my Parents would live forever. :(,wish parent would live forever
pos,@BOYFI_MW aftie :p,boyfimw aftie p
neg,Nakakapikon yung nagbabasa ka ng blog comments for info and it's full of people asking the same damned questions answered in the post. :(,nakakapikon yung nagbabasa ka ng blog comment info full people ask damned question answer post
pos,This girl :)  https://t.co/OAXMGGICNr,girl
pos,@LittleMix Follow me Please :)  This is my Big Dream :),littlemix follow please big dream
pos,Ok me :),ok
pos,@mdokha Thanks for bringing it to our attention. Let us know if you have any questions :) 1TB would be amazing!,mdokha thanks bring attention let u know question 1tb would amaze
neg,Fries please? :( @JustMeAla,fry please justmeala
pos,@twentyonepilots @fujirock_jp tylers hipster glasses :D,twentyonepilots fujirockjp tyler hipster glass
pos,Lepas dah sembuh ni sibuk balik so its okay la kins. You wont be thinking anything else except ur studies :),lepas dah sembuh ni sibuk balik okay la kins wont think anything else except ur study
neg,Home time today for me and @ASTownley :( #dublin http://t.co/EZRfqqlzXc,home time today astownley dublin
pos,#TGIF.......Happy Friday :) http://t.co/YUoHs2ZUYe,tgifhappy friday
pos,Now this is what I call #ThrowbackFriday !! Christen ki yaad aa Gayi :D  https://t.co/RHTce9ByRd,call throwbackfriday christen ki yaad aa gayi
neg,@kiyomitsucashew it kInda does :-( and thank you!!! ill def do th,kiyomitsucashew kinda thank ill def th
neg,Omg happy late birthday @mariahjoyyy I'm so sorry I missed it :( love you though hope you had a lot of fun 😘🎉,omg happy late birthday mariahjoyyy sorry miss love though hope lot fun 😘🎉
pos,@halfwaytohemmo We do love to help! http://t.co/X31Iw7dile :) /E,halfwaytohemmo love help e
pos,Sneakers of the day :) #nike #nikeoriginal #nikeindonesia #pierojogger #skoy https://t.co/9Kt7dxxNYD,sneaker day nike nikeoriginal nikeindonesia pierojogger skoy
pos,So proud!! :D :D Night Social App by Katerina Maniataki - Design Ideas http://t.co/WIsq6iBxv8 via @designideaspics,proud night social app katerina maniataki design idea via designideaspics
pos,@SocialRMadrid its 12pm here :),socialrmadrid 12pm
neg,"@wwedrzziy @WWESuperCard_Ar @M76xMohamed @xalmtw7shx @semo_supercard @meto0003 @Mahmoud_Rida21
Congratulation :(",wwedrzziy wwesupercardar m76xmohamed xalmtw7shx semosupercard meto0003 mahmoudrida21 congratulation
pos,Kebun is an adorable spot in Ubud! Waiting for the #ladyposse  :) no better place for it! Xoxoxo https://t.co/dfkZkrKiZz,kebun adorable spot ubud wait ladyposse well place xoxoxo
neg,1000% battery life please :(,1000 battery life please
neg,penge bestfriend :( #PSYGustoKita,penge bestfriend psygustokita
pos,@Nickalaws do you think you &amp; Matt will ever get back together? Or stay friends? :),nickalaws think amp matt ever get back together stay friend
neg,3 days without talking with Bae :(,3 day without talk bae
neg,@simonshieldcars Hi Caroline no we didn't :( Neither did @MotorMistress or @GlynHopkinShop I think - we figured out it was in US lol,simonshieldcars hi caroline neither motormistress glynhopkinshop think figure u lol
neg,Mm what a lovely day... :(,mm lovely day
pos,Best Burger so far!do you agree? :) http://t.co/QBV9uXGdKV #retweet #food #burger,best burger fardo agree retweet food burger
neg,"i hope you feel better, jay. :(",hope feel good jay
pos,Good luck to all our couples getting married this weekend :),good luck couple get married weekend
neg,@MHSScho not much chance of game tonight :( #t20blast,mhsscho much chance game tonight t20blast
neg,"I know :( askies ""@Titus3D: @Nessa_Mbeki hai that's what u said last time""",know askies titus3d nessambeki hai u say last time
pos,"Thanks @UKRunFree @MMNNActionUK the work you do for the beagles is amazing, you are incredible! :)",thanks ukrunfree mmnnactionuk work beagle amaze incredible
pos,@luckybsmith I'm dead...thank you for doing this to me :)),luckybsmith deadthank
pos,@bexlittle @AlisonWright8 @lindyrendy @Cloud2ltd @DotNetSolutions love it thanks for sharing :),bexlittle alisonwright8 lindyrendy cloud2ltd dotnetsolutions love thanks share
pos,@NOTASLIMBOY nice one :))),notaslimboy nice one
neg,#Showbox the only thing that works is that naruto cartoon lets keep fingers crossed this isnt the end for our favourite work companion :(,showbox thing work naruto cartoon let keep finger cross isnt end favourite work companion
pos,@msarosh Uff Itna Miss karhy thy ap :p,msarosh uff itna miss karhy thy ap p
pos,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @thulisiletshele,hello get youth job opportunity follow gtgt tolajobjobs thulisiletshele
neg,"@NiaLovelis Niaaaaaaaaaaaaaaaaaaaaaaaaaaa
pls follow me, be my 2/4 
miss you :( http://t.co/gRQZ1LKTJF",nialovelis niaaaaaaaaaaaaaaaaaaaaaaaaaaa pls follow 24 miss
pos,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @norman20015949,hello get youth job opportunity follow gtgt tolajobjobs norman20015949
pos,@BLACKTOGXLD my pleasure :D enjoy your day!!,blacktogxld pleasure enjoy day
neg,"Dhis👉 @AhmedMarzooq blocked my twitter :( thank you for the good time 😢 I play 8ball,  FAKMAREY,",dhis👉 ahmedmarzooq block twitter thank good time play 8ball fakmarey
pos,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/6prugvmOuC.,stats day arrive 1 new follower unfollowers via
pos,@Aditi_SoSaree glad that you liked . Check some more nice stuff at #WSaleLOve :) @WforWoman,aditisosaree glad like check nice stuff wsalelove wforwoman
pos,@Bixbersboca good morning to you :D lol its really fuckin dark and it's gonna rain so hard in a couple of minutes,bixbersboca good morning lol really fuckin dark gon na rain hard couple minute
neg,@Hydrojeon lmao hahahaha slr jgh from school :((,hydrojeon lmao hahahaha slr jgh school
pos,"@alpstart Powys, close to the Shropshire border  :)",alpstart powys close shropshire border
neg,"I love you, how but you? @Taecyeon2pm8 did you feel the same? Emm I think not :(",love taecyeon2pm8 feel emm think
pos,[ Singles &amp; Dating ] Open Question : How can I start and keep a long and happy long-distance relationship?: Hi :) last week I was in a…,single amp date open question start keep long happy longdistance relationship hi last week
pos,Lol no woman will want to share that Greek god body :) @alnina__ @2fmke,lol woman want share greek god body alnina 2fmke
neg,Sissi made a tote bag for me for my birthday and i use it all the time and now its slowly breaking and it makes me really sad :(,sissi make tote bag birthday use time slowly break make really sad
neg,@ladyliaaxoxo but never dedicating anything to me :( smh lol,ladyliaaxoxo never dedicate anything smh lol
neg,@therp_stefan @Therp_BV will cost you 600 k£ to get security alerts on odoo 8 if you are an Odoo partner. Far from community spirit. :-(,therpstefan therpbv cost 600 k£ get security alert odoo 8 odoo partner far community spirit
pos,"@Troylr5ever hey, it's Reina :)
Sorry for sounding weird, I felt like crying. http://t.co/ixPpsNWiQG",troylr5ever hey reina sorry sound weird felt like cry
pos,@room9271 thanks... I post 1 every night... usually Jamie and Ian are there...  :),room9271 thanks post 1 every night usually jamie ian
neg,Wanna feel loved :(,wan na feel loved
pos,Thank you so much @ABCTV - I didn't know the greatest magical detective #JonathanCreek was back on TV! Off to set the DVR now!! :),thank much abctv know great magical detective jonathancreek back tv set dvr
neg,@MynameisQin @ManiiFanii #taeny #fyeah the link is broken :(,mynameisqin maniifanii taeny fyeah link break
neg,Keep waking up from nightmares :(,keep waking nightmare
pos,@MikeyyGee_562 @thatdudegalvan_ atleast you honest .. Still get the bitches tho :),mikeyygee562 thatdudegalvan atleast honest still get bitch tho
pos,We've got the #FridayFeeling here in the VC Careers team today :) And we have a new #job to share too: http://t.co/0q92YpovkQ ^G,get fridayfeeling vc career team today new job share g
neg,@Graceaddley24 miss you too :( ! And haha the x's 😂😂 I still remember how u hate them xxxxx,graceaddley24 miss haha x 😂😂 still remember u hate xxxxx
pos,@hansolotto with SCoups^^ they are for 17 like jren is for nuest!:D,hansolotto scoups 17 like jren nuestd
pos,lukkkee my birthday is in 3 days it would be an awesome birthday present to get your follow !!:) @Luke5SOS,lukkkee birthday 3 day would awesome birthday present get follow luke5sos
neg,"I want to watch a movie, listen to Sizwe, eat and write my assignments at the same time.... But I can't do that :(",want watch movie listen sizwe eat write assignment time
neg,"@KEEMSTARx And people ask why I don't leave my house, the world is scary and fucked. 
Shootings and explosions everywhere :(",keemstarx people ask leave house world scary fuck shooting explosion everywhere
neg,"guys stop please :(

#ZaynIsComingBackOnJuly26 http://t.co/4gbLRYagWh",guy stop please zayniscomingbackonjuly26
neg,@HanaaGhzlli hanaaaa its your birthday???? ya Allah sorry for not wishing you in the van jn i tak tau :( happy birthday gorgeous!,hanaaghzlli hanaaaa birthday ya allah sorry wish van jn tak tau happy birthday gorgeous
pos,@hectorparr0123 @hackadayio Sticker came with my sponsor prize for @HackadayPrize entry http://t.co/BnyB8BteW3. The tablet is my own :).,hectorparr0123 hackadayio sticker come sponsor prize hackadayprize entry tablet
neg,@jenxmish @wittykrushnic you are the only thing that i need :(,jenxmish wittykrushnic thing need
neg,30 minutes and counting just to pass through the EDSA AYALA tunnel... And am still not completely out. :(,30 minute count pas edsa ayala tunnel still completely
pos,"@H20akes ""Gleam of Jazz"" is my original painting. Thanks a lot for the Retweet! :) x",h20akes gleam jazz original paint thanks lot retweet x
neg,"Dadas uh iphone na, :(:( [pic] — https://t.co/Jr4U98A8ja",dada uh iphone na pic
pos,Happiness is ... Seeing a photo of rescue mutt on twitter :) @Vivienneclore,happiness see photo rescue mutt twitter vivienneclore
neg,@Markisskill didnt have the money at the time :( but would have,markisskill didnt money time would
pos,Sometimes it's all about choosing between your ego and your relationship. :),sometimes choose ego relationship
pos,@EdwinaAlexander Good luck in London this weekend! Have a super results! Great support from Donetsk :)) ;)) ;))),edwinaalexander good luck london weekend super result great support donetsk
pos,"@KtSheeps Minecraft is pretty boring when talking to people

It's even more boring when not talking to people :p",ktsheeps minecraft pretty boring talk people even bore talk people p
neg,"@gelzarraga dude, why arent u answering any of my msgs :((",gelzarraga dude arent u answer msg
neg,@Hayleychinney Hope this isn't a regular problem for you :( Can you please let us know where you travel to/from and the time this was due?,hayleychinney hope regular problem please let u know travel tofrom time due
neg,"@FrantaAndBiebxr FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",frantaandbiebxr follow thanks justinbieber please follow
pos,"@tbhhowell oh shoot, well i am watching it now :D",tbhhowell oh shoot well watch
pos,kik : qualky808 #kik #kikmenow #milf #like4like #bored #summer #sexysaturday :) http://t.co/8R2Nrl31IC,kik qualky808 kik kikmenow milf like4like bore summer sexysaturday
pos,My Song of the Week is Ducktails - Surreal Exposure #SOTW https://t.co/BeXVWh7zIR Jingly jangly loveliness! :-),song week ducktails surreal exposure sotw jingly jangly loveliness
pos,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x2",hi bam barsandmelody follow bestfriend 969horan696 love lot see warsaw lt3 love lt3 x2
pos,Given Kepler 452b distance I propose  'Far Away' as a suitable name. Perhaps @PeterFHamilton1 fans can comment or suggest alternatives? :-),give kepler 452b distance propose far away suitable name perhaps peterfhamilton1 fan comment suggest alternative
neg,SNAPCHAT : TammiRossM #snapchat #kikgirl #kikchat #wet #wife #indiemusic #sexy :( http://t.co/uxbrq1woRB,snapchat tammirossm snapchat kikgirl kikchat wet wife indiemusic sexy
pos,@ignitionphoto You're very welcome. :),ignitionphoto welcome
pos,"@miabellasesso Have fun, gal :)  I'm going to try to go to sleep, lol.  4:15 here!!",miabellasesso fun gal go try go sleep lol 415
pos,@Ashton5SOS @5SOS love u 2 :-),ashton5sos 5sos love u 2
neg,"@smilingkrys omaygad , i didnt know vic got surgery :( and theres amber :((( TT.TT",smilingkrys omaygad didnt know vic get surgery there amber tttt
neg,@knives_chau I'm not surprised! :(((,kniveschau surprise
neg,"@Jurisprude1 Then about six months ago, bottom jaw, second tooth from the back broke a quarter... on all things, chewing gum! :(",jurisprude1 six month ago bottom jaw second tooth back break quarter thing chew gum
neg,There's a certain group in our fandom na mahilig mam-bully :( bakit?,certain group fandom na mahilig mambully bakit
neg,@Zearify i was in it :(,zearify
neg,@Saurabh_tri I'm okay.. Mom was doing well all this while but day before yesterday she fainted due to low bp and now she is having fever :(,saurabhtri okay mom well day yesterday faint due low bp fever
neg,"1. Taxi Service
2. Second Scheduled Blog Post
3. HOUSEWORK OR BUST :(",1 taxi service 2 second schedule blog post 3 housework bust
pos,@LoreTam Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),loretam hi would like impastel concert let know city country start work thanks
neg,"@morealtitude #ausfailia haha! I am missing out on snow :( &amp; live footy. But flight gets in day before the game that counts,2nd ye in a row!",morealtitude ausfailia haha miss snow amp live footy flight get day game counts2nd ye row
neg,@ThatPrakash11 i tried. Didn't work :(,thatprakash11 try work
pos,@teen_emma @Br1stler @jeweleyegoddess @CaraToyne @CaraandSam especially you :D hehe she might show you her fish too,teenemma br1stler jeweleyegoddess caratoyne caraandsam especially hehe might show fish
pos,"Pegell, lemess (n) :D",pegell lemess n
neg,Why do people scream so much before/during fighting? .. You're only hurting your throat stop it :(,people scream much beforeduring fight hurt throat stop
neg,Im hungry now :(,im hungry
pos,Done :) @fannyelf7 @dhilaelf2 @gheolya @ks_ys3424 @seevia_1524 @sulpa_aiden,do fannyelf7 dhilaelf2 gheolya ksys3424 seevia1524 sulpaaiden
pos,"@Arean91 @robinashe The Asian SJW, trying not to cry...:D",arean91 robinashe asian sjw try cryd
pos,"Especially for three of you, LASS :) w/ Aling http://t.co/aRwmTLsFZr",especially three lass w aling
pos,@UltraVratik @DesaiEshita @jitubhaiyajgd @dineshaol @SmilingShivani @payalpatil148  @jgdpalak #ashramcalling returns :p,ultravratik desaieshita jitubhaiyajgd dineshaol smilingshivani payalpatil148 jgdpalak ashramcalling return p
pos,we just face timing :) http://t.co/UoqAstlhxO,face timing
pos,@PrinceOfRnbZJM please read and reply my dm please.. :),princeofrnbzjm please read reply dm please
