label,text,clean_text,len_before_chars,len_after_chars
pos,@dv891798 Learning a new skill takes time to perfect &amp; master. https://t.co/u9YXV5HPjO - Thanks for the favourite :),dv891798 learn new skill take time perfect amp master httpstcou9yxv5hpjo thanks favourite,120,89
neg,"@scottybev I'm not surprised, that sounds hellish! Why would you do such a thing? :(",scottybev im surprise sound hellish would thing,84,47
neg,i want pretzels now :( #bb17 #bblf,want pretzel bb17 bblf,34,22
neg,@Y0rgi Wish I could give some to you. I really do. But I cant :(,y0rgi wish could give really cant,64,33
neg,@lionel_federer @ChocolateCharsi famished :(,lionelfederer chocolatecharsi famish,44,36
pos,"Morning Everyone,

We're open from 12pm every day until Sunday now :) 

Hello Weekend, come say 'how do you do?' x http://t.co/PTZfvCIUa9",morning everyone open 12pm every day sunday hello weekend come say x httptcoptzfvciua9,137,86
neg,Looking for fun? SNAPCHAT - luceleva21 #snapchat #kikgirl #porno #nudes #omegle #countrymusic #sexysasunday :( http://t.co/T8pqZuLaEx,look fun snapchat luceleva21 snapchat kikgirl porno nude omegle countrymusic sexysasunday httptcot8pqzulaex,133,107
neg,@devjoshi10 dev I.m verry sad cause you on twitter and than me off :(,devjoshi10 dev im verry sad cause twitter,69,41
pos,@LoLEsportspedia thanks :D,lolesportspedia thanks,26,22
pos,...because it's Friday :D (y) http://t.co/6rA4ZlpjO9,friday httptco6ra4zlpjo9,52,24
neg,so fucking tired and i have to drive home :(,fuck tired drive home,44,21
neg,@ShahidsSuperFan Miss you too :( I'm so busy these week. How are you ?,shahidssuperfan miss im busy week,70,33
pos,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @Teny101,hello get youth job opportunity follow gtgt tolajobjobs teny101,74,63
neg,@notch hmm. I have been thinking about getting one for a while. Might get one inte future. I really miss buckling springs :(,notch hmm think get one might get one inte future really miss buckling spring,124,77
pos,Happy 30th wedding anniversary to my folks :),happy 30th wedding anniversary folk,45,35
neg,so cute :( https://t.co/VWLsPT6y1R,cute httpstcovwlspt6y1r,34,23
pos,@_Sampath @gnanodayam @wtfex I did not mean literally sir :-) JR developed properties along their HSR lines to create user base,sampath gnanodayam wtfex mean literally sir jr develop property along hsr line create user base,127,95
neg,Don't wanna live in the world where people get shot when going to cinema #LouisianaShooting :((,dont wan na live world people get shot go cinema louisianashooting,95,66
neg,Don't quite know yet what is about to come out on Hulk Hogan today but clearly Hulkamania is officially dead. :(,dont quite know yet come hulk hogan today clearly hulkamania officially dead,112,76
pos,I love u. :p https://t.co/0zr3VlB5kL,love u p httpstco0zr3vlb5kl,36,27
pos,@GP2_Official what's the hashtag for the weekend guys? :),gp2official whats hashtag weekend guy,57,37
neg,"I'm sorry to :-( :-(  :-( 
Block",im sorry block,32,14
neg,Until when? :(,,14,0
pos,*yawns* good morning everyone *wags tail* how is everyone doing today :D,yawn good morning everyone wags tail everyone today,72,51
neg,7 hours travel time! Ugh! :(,7 hour travel time ugh,28,22
neg,i got stung by a wasp im crying so hard the tweak keeps getting bigger ive never been stung by one before i hope im not allergic to it :(,get stung wasp im cry hard tweak keep get big ive never sting one hope im allergic,137,82
neg,The last of my chocolate has been consumed. :(,last chocolate consume,46,22
neg,@dongvvoo1122 😀🔫 r u sure u want that b r u h we barely survive w them in tank tops :((,dongvvoo1122 😀🔫 r u sure u want b r u h barely survive w tank top,87,65
neg,@HelloJP How did you get it?? I've been trying for ages and no joy! :(,hellojp get ive try age joy,70,27
pos,Thanks :) @TONELOC101  https://t.co/rdh1X7dih6,thanks toneloc101 httpstcordh1x7dih6,46,36
pos,"#FF @EmiratesInsight for the best, most recent Arsenal news on your TL. We were hacked and it's a new account. Give it a follow lads :)",ff emiratesinsight best recent arsenal news tl hack new account give follow lad,135,79
neg,Nice weather if ur a fucking duck :(,nice weather ur fuck duck,36,25
pos,"...... and we have a special offer on this ! RRP £18.99, our price £13.99.....:)",special offer rrp £1899 price £1399,80,35
pos,@CelestialTea is my favorite tea :),celestialtea favorite tea,35,25
neg,@ohkaibaeks I only have 1 though!! :(,ohkaibaeks 1 though,37,19
neg,"@zora_db Just texted you, I am dying of lurgy, Jim! :(",zoradb texted die lurgy jim,54,27
pos,@chelsea_acker THAT'S what we like to hear! Lots of bubbles please! :-) #quacketyquack http://t.co/tucq8X8Nye,chelseaacker thats like hear lot bubble please quacketyquack httptcotucq8x8nye,109,78
neg,My phones broke and im missing out on Khloe's ass on Kylies snapchat and it's making me sad :(,phone break im miss khloes ass kylie snapchat make sad,94,54
pos,@thatchamdad very cute! She looks fabulous :),thatchamdad cute look fabulous,45,30
neg,missed having someone come over when i was ill :(,miss someone come ill,49,21
pos,"Indeed! Ran out of characters, knew you'd get it :) https://t.co/KfLhKQfwho",indeed ran character know youd get httpstcokflhkqfwho,75,53
pos,"@ElleDonnellyx @Beverleyknight @mattcardle lovely pics, @MemphisMusical a fab show :-) x",elledonnellyx beverleyknight mattcardle lovely pics memphismusical fab show x,88,77
pos,Last orders for 2015 in by 31st July  please :-),last order 2015 31st july please,48,32
neg,Can u feel it? :((:( #exo http://t.co/ghsa262ORm,u feel exo httptcoghsa262orm,48,28
pos,@SeniorSpazz @TehSmileys I was bored so I did EVERYTHING :D,seniorspazz tehsmileys bore everything,59,38
pos,"@creativegossip yes I think it will b stupid to discuss abt wild card entries as of now
Now jst waiting for Vivian's performance :)",creativegossip yes think b stupid discus abt wild card entry jst wait vivians performance,131,89
pos,NBA 2K15 MyPark – The Chronicles of Gryph: Volume 3 http://t.co/120nsFCS8b ← Click Aqui :D http://t.co/soMkoKRGIa,nba 2k15 mypark chronicle gryph volume 3 httptco120nsfcs8b ← click aqui httptcosomkokrgia,113,89
neg,It's not you :( @jackgilinsky #CalibraksaEP http://t.co/kQWxO527tb,jackgilinsky calibraksaep httptcokqwxo527tb,66,43
neg,Goodbye stage :( you'll be miss,goodbye stage youll miss,31,24
pos,Come and design your own jute bag today :),come design jute bag today,42,26
pos,"@Marke61 :) It's something to do with the French air and lack of TV, for the first 6 months...:)!!",marke61 something french air lack tv first 6 month,98,50
neg,My throat hurts so bad what do I do? :(,throat hurt bad,39,15
neg,goTDAMN  :-( http://t.co/KkPDlQZ2F4,gotdamn httptcokkpdlqz2f4,35,25
pos,Tato bulat :D https://t.co/GTgsmxNjng,tato bulat httpstcogtgsmxnjng,37,29
neg,THEY DIDNT EXPECT THAT OMG THEIR FACES :((((( IM SO PROUD OF YOU INFINITE,didnt expect omg face im proud infinite,73,39
neg,I miss him :(,miss,13,4
neg,i keep changing between fe14 icons i dont know which one to pick &gt;:(,keep change fe14 icon dont know one pick gt,71,43
pos,"Great start #SE100Leaders @hiSbe_Food , shining a light on doing good in business :) @LabelledShop",great start se100leaders hisbefood shin light good business labelledshop,98,72
pos,@MarkBreech Not sure it would be good thing 4 my bottom daring 2 say 2 Miss B but Im gonna be so stubborn on mouth soaping ! #NotHavingit :p,markbreech sure would good thing 4 bottom dare 2 say 2 miss b im gon na stubborn mouth soap nothavingit p,140,105
neg,just talked to my sis :(,talk si,24,7
neg,youngjae is getting more handsome im :(((,youngjae get handsome im,41,24
neg,@marmaisxcz IKR :( lol,marmaisxcz ikr lol,22,18
neg,Rly sad that I had to rush off when that was the last time I would see everyone :-(,rly sad rush last time would see everyone,83,41
neg,It's just heavy duty Benadryl lmao but dat shit works! I forgot to take it earlier :((,heavy duty benadryl lmao dat shit work forgot take early,86,56
pos,@ijn_mikky yay ok!!! :D,ijnmikky yay ok,23,15
neg,@hanbined sad pray for me :(((,hanbined sad pray,30,17
pos,Five Nights at Freddy's 4 | Night 1 ! https://t.co/Cl0YoptUAg :D,five night freddys 4 night 1 httpstcocl0yoptuag,64,47
pos,@CatrionaShearer Just let us know the best address for you :),catrionashearer let u know best address,61,39
pos,@ogyungmaya okay but who gets to see him in the morning?? That's  right i do :-)),ogyungmaya okay get see morning thats right,81,43
pos,@cumminiall me too :)),cumminiall,22,10
pos,buuuuuuuut oh well :-),buuuuuuuut oh well,22,18
pos,@The_Witty_SRK @DeewaniVeronica Counted it too :p 28* Bnte hain ;p,thewittysrk deewaniveronica count p 28 bnte hain p,66,50
neg,JAMES wore this in my meet and greet :((( http://t.co/MS60gaiIce,james wear meet greet httptcoms60gaiice,64,39
pos,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @IvanVissies,hello get youth job opportunity follow gtgt tolajobjobs ivanvissies,78,67
neg,And no i didnt get to finish chopped :(,didnt get finish chopped,39,24
neg,@nicababess it didn't work :( http://t.co/aQzxRk7nk2,nicababess didnt work httptcoaqzxrk7nk2,52,39
pos,"I’m a Muslim and I love my prophets.  :)

#غردلي
 http://t.co/eELRfZu8LC",im muslim love prophet غردلي httptcoeelrfzu8lc,72,46
neg,THERES THIS VIBRATING NOISE THAT WOKE ME UP ANS I KEEP HEARING IT AND ITS MAKING ME SAD CUS IM SO TIRED :((,there vibrate noise woke an keep hear make sad cu im tire,107,57
pos,@Movieespeech Hey and thank you for following :),movieespeech hey thank follow,48,29
pos,Took leave to rehearse for @MOEsg's #YouthCelebrate at @SGSportsHub. Keep my bro @GeraldKoh987 company on @987fm! :) http://t.co/Ajk6gD0Hdn,take leave rehearse moesgs youthcelebrate sgsportshub keep bro geraldkoh987 company 987fm httptcoajk6gd0hdn,139,107
pos,We love #Friday :),love friday,18,11
pos,@ernezpjy its old pic :),ernezpjy old pic,24,16
pos,@polarizehes heyy :) can u rt this link https://t.co/WztNf8e6cO and tag michael? please. thank you,polarizehes heyy u rt link httpstcowztnf8e6co tag michael please thank,98,70
neg,@xcorben_ Bechos. :(,xcorben bechos,20,14
pos,"There's nothing as cool as being totally over someone, No bitterness, anger or hatred towards them. Just pure indifference :)",there nothing cool totally someone bitterness anger hatred towards pure indifference,125,84
pos,I will fulfil all your fantasies :) 👉 http://t.co/VuC1cI1E0u 👈💗 http://t.co/Ych5wJt7CI,fulfil fantasy 👉 httptcovuc1ci1e0u 👈💗 httptcoych5wjt7ci,86,55
neg,"PAYDAY, but feels like payhour as its all gone to my bills immediately :(",payday feel like payhour go bill immediately,73,44
neg,@Myloit_ trop :(,myloit trop,16,11
pos,"@neskaife yes he is avail here :D
wanna join?",neskaife yes avail wan na join,45,30
neg,My poor throat :(((,poor throat,19,11
pos,@DJSMOOK GUD NIGHT :),djsmook gud night,21,17
neg,srsly? :( http://t.co/rGqzDaShNJ,srsly httptcorgqzdashnj,32,23
pos,"Gamer Follow Train!
Follow Me
Retweet this
Follow all who retweeted
Gain active followers :) 120",gamer follow train follow retweet follow retweeted gain active follower 120,96,75
pos,LoVe Is No MatTeR :),love matter,20,11
neg,"@AlexaBailon ""let's go to a party....in our pants "" ew :( gross",alexabailon let go partyin pant ew gross,63,40
neg,I have a headache. :(,headache,21,8
neg,Feeling a little neglected as there has been no visit from the postie today! :-(,feel little neglected visit postie today,80,40
pos,"@EoleTrading Right on, then :)",eoletrading right,30,17
pos,"@mbukmagazine Pet Mouse has to be the winner, thanks :)",mbukmagazine pet mouse winner thanks,55,36
pos,"@Dutts1981 (2/2) call before you visit to double check :) http://t.co/D7zK1MWgh3 Thanks, Beth",dutts1981 22 call visit double check httptcod7zk1mwgh3 thanks beth,93,66
pos,"Thanks for Sharing Dear Oshieer! :)

#realreviews #happycustomers #realoshi #dealsuthaonotebachao http://t.co/kskcAhbmEu",thanks share dear oshieer realreviews happycustomers realoshi dealsuthaonotebachao httptcokskcahbmeu,120,100
neg,Im not getting ollys tweet notifications :(,im get ollys tweet notification,43,31
pos,@siaramelatienza  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),siaramelatienza follow jnlazts amp httptcorcvcyyo0iq follow u back,79,66
neg,@EdeLabayog awww :(( kaya yan! Think positive!,edelabayog awww kaya yan think positive,46,39
neg,@Hooked_Duck that sounds cool!! Bet it doesn't float though :(,hookedduck sound cool bet doesnt float though,62,45
pos,"@lesholly20 Hey Lesley, so sorry they did not get to you, I shall send you some more out in the post tonight :)",lesholly20 hey lesley sorry get shall send post tonight,111,55
neg,@exhaustcd BUT... I HAVENT FINISHED YET :(,exhaustcd havent finish yet,42,27
pos,@fczbkk Exactly! :D,fczbkk exactly,19,14
neg,Gusto ko ng Rodic's :( someone share an order with me because one's big,gusto ko ng rodics someone share order one big,71,46
neg,@thenomimo Sorry for the delay Naomi :(,thenomimo sorry delay naomi,39,27
neg,Looking for fun? SNAPCHAT : LilyButle18 #snapchat #kikmenow #amateur #kikmeboys #seduce #hannibal #kiksexting :( http://t.co/y8RcKiqSZ3,look fun snapchat lilybutle18 snapchat kikmenow amateur kikmeboys seduce hannibal kiksexting httptcoy8rckiqsz3,135,110
neg,Finally ! I hate it that Switzerland doesn't have a KFC ! :( http://t.co/U1ZU4OOuxV,finally hate switzerland doesnt kfc httptcou1zu4oouxv,83,53
pos,Inside Out will happen today! :D,inside happen today,32,19
neg,Spazzing on everything soobin dances :(,spazzing everything soobin dance,39,32
pos,@zaynahoranpayno Your Welcome! :D,zaynahoranpayno welcome,33,23
neg,I wish my Parents would live forever. :(,wish parent would live forever,40,30
pos,@BOYFI_MW aftie :p,boyfimw aftie p,18,15
neg,Nakakapikon yung nagbabasa ka ng blog comments for info and it's full of people asking the same damned questions answered in the post. :(,nakakapikon yung nagbabasa ka ng blog comment info full people ask damned question answer post,137,94
pos,This girl :)  https://t.co/OAXMGGICNr,girl httpstcooaxmggicnr,37,23
pos,@LittleMix Follow me Please :)  This is my Big Dream :),littlemix follow please big dream,55,33
pos,Ok me :),ok,8,2
pos,@mdokha Thanks for bringing it to our attention. Let us know if you have any questions :) 1TB would be amazing!,mdokha thanks bring attention let u know question 1tb would amaze,111,65
neg,Fries please? :( @JustMeAla,fry please justmeala,27,20
pos,@twentyonepilots @fujirock_jp tylers hipster glasses :D,twentyonepilots fujirockjp tyler hipster glass,55,46
pos,Lepas dah sembuh ni sibuk balik so its okay la kins. You wont be thinking anything else except ur studies :),lepas dah sembuh ni sibuk balik okay la kins wont think anything else except ur study,108,85
neg,Home time today for me and @ASTownley :( #dublin http://t.co/EZRfqqlzXc,home time today astownley dublin httptcoezrfqqlzxc,71,50
pos,#TGIF.......Happy Friday :) http://t.co/YUoHs2ZUYe,tgifhappy friday httptcoyuohs2zuye,50,34
pos,Now this is what I call #ThrowbackFriday !! Christen ki yaad aa Gayi :D  https://t.co/RHTce9ByRd,call throwbackfriday christen ki yaad aa gayi httpstcorhtce9byrd,96,64
neg,@kiyomitsucashew it kInda does :-( and thank you!!! ill def do th,kiyomitsucashew kinda thank ill def th,65,38
neg,Omg happy late birthday @mariahjoyyy I'm so sorry I missed it :( love you though hope you had a lot of fun 😘🎉,omg happy late birthday mariahjoyyy im sorry miss love though hope lot fun 😘🎉,109,77
pos,@halfwaytohemmo We do love to help! http://t.co/X31Iw7dile :) /E,halfwaytohemmo love help httptcox31iw7dile e,64,44
pos,Sneakers of the day :) #nike #nikeoriginal #nikeindonesia #pierojogger #skoy https://t.co/9Kt7dxxNYD,sneaker day nike nikeoriginal nikeindonesia pierojogger skoy httpstco9kt7dxxnyd,100,79
pos,So proud!! :D :D Night Social App by Katerina Maniataki - Design Ideas http://t.co/WIsq6iBxv8 via @designideaspics,proud night social app katerina maniataki design idea httptcowisq6ibxv8 via designideaspics,114,91
pos,@SocialRMadrid its 12pm here :),socialrmadrid 12pm,31,18
neg,"@wwedrzziy @WWESuperCard_Ar @M76xMohamed @xalmtw7shx @semo_supercard @meto0003 @Mahmoud_Rida21
Congratulation :(",wwedrzziy wwesupercardar m76xmohamed xalmtw7shx semosupercard meto0003 mahmoudrida21 congratulation,112,99
pos,Kebun is an adorable spot in Ubud! Waiting for the #ladyposse  :) no better place for it! Xoxoxo https://t.co/dfkZkrKiZz,kebun adorable spot ubud wait ladyposse well place xoxoxo httpstcodfkzkrkizz,120,76
neg,1000% battery life please :(,1000 battery life please,28,24
neg,penge bestfriend :( #PSYGustoKita,penge bestfriend psygustokita,33,29
pos,@Nickalaws do you think you &amp; Matt will ever get back together? Or stay friends? :),nickalaws think amp matt ever get back together stay friend,87,59
neg,3 days without talking with Bae :(,3 day without talk bae,34,22
neg,@simonshieldcars Hi Caroline no we didn't :( Neither did @MotorMistress or @GlynHopkinShop I think - we figured out it was in US lol,simonshieldcars hi caroline didnt neither motormistress glynhopkinshop think figure u lol,132,89
neg,Mm what a lovely day... :(,mm lovely day,26,13
pos,Best Burger so far!do you agree? :) http://t.co/QBV9uXGdKV #retweet #food #burger,best burger fardo agree httptcoqbv9uxgdkv retweet food burger,81,61
neg,"i hope you feel better, jay. :(",hope feel good jay,31,18
pos,Good luck to all our couples getting married this weekend :),good luck couple get married weekend,60,36
neg,@MHSScho not much chance of game tonight :( #t20blast,mhsscho much chance game tonight t20blast,53,41
neg,"I know :( askies ""@Titus3D: @Nessa_Mbeki hai that's what u said last time""",know askies titus3d nessambeki hai thats u say last time,74,56
pos,"Thanks @UKRunFree @MMNNActionUK the work you do for the beagles is amazing, you are incredible! :)",thanks ukrunfree mmnnactionuk work beagle amaze incredible,98,58
pos,@luckybsmith I'm dead...thank you for doing this to me :)),luckybsmith im deadthank,58,24
pos,@bexlittle @AlisonWright8 @lindyrendy @Cloud2ltd @DotNetSolutions love it thanks for sharing :),bexlittle alisonwright8 lindyrendy cloud2ltd dotnetsolutions love thanks share,95,78
pos,@NOTASLIMBOY nice one :))),notaslimboy nice one,26,20
neg,#Showbox the only thing that works is that naruto cartoon lets keep fingers crossed this isnt the end for our favourite work companion :(,showbox thing work naruto cartoon let keep finger cross isnt end favourite work companion,137,89
pos,@msarosh Uff Itna Miss karhy thy ap :p,msarosh uff itna miss karhy thy ap p,38,36
pos,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @thulisiletshele,hello get youth job opportunity follow gtgt tolajobjobs thulisiletshele,82,71
neg,"@NiaLovelis Niaaaaaaaaaaaaaaaaaaaaaaaaaaa
pls follow me, be my 2/4 
miss you :( http://t.co/gRQZ1LKTJF",nialovelis niaaaaaaaaaaaaaaaaaaaaaaaaaaa pls follow 24 miss httptcogrqz1lktjf,102,77
pos,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @norman20015949,hello get youth job opportunity follow gtgt tolajobjobs norman20015949,81,70
pos,@BLACKTOGXLD my pleasure :D enjoy your day!!,blacktogxld pleasure enjoy day,44,30
neg,"Dhis👉 @AhmedMarzooq blocked my twitter :( thank you for the good time 😢 I play 8ball,  FAKMAREY,",dhis👉 ahmedmarzooq block twitter thank good time 😢 play 8ball fakmarey,96,70
pos,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/6prugvmOuC.,stats day arrive 1 new follower unfollowers via httptco6prugvmouc,96,65
pos,@Aditi_SoSaree glad that you liked . Check some more nice stuff at #WSaleLOve :) @WforWoman,aditisosaree glad like check nice stuff wsalelove wforwoman,91,59
pos,@Bixbersboca good morning to you :D lol its really fuckin dark and it's gonna rain so hard in a couple of minutes,bixbersboca good morning lol really fuckin dark gon na rain hard couple minute,113,78
neg,@Hydrojeon lmao hahahaha slr jgh from school :((,hydrojeon lmao hahahaha slr jgh school,48,38
pos,"@alpstart Powys, close to the Shropshire border  :)",alpstart powys close shropshire border,51,38
neg,"I love you, how but you? @Taecyeon2pm8 did you feel the same? Emm I think not :(",love taecyeon2pm8 feel emm think,80,32
pos,[ Singles &amp; Dating ] Open Question : How can I start and keep a long and happy long-distance relationship?: Hi :) last week I was in a…,single amp date open question start keep long happy longdistance relationship hi last week,139,90
pos,Lol no woman will want to share that Greek god body :) @alnina__ @2fmke,lol woman want share greek god body alnina 2fmke,71,48
neg,Sissi made a tote bag for me for my birthday and i use it all the time and now its slowly breaking and it makes me really sad :(,sissi make tote bag birthday use time slowly break make really sad,128,66
neg,@ladyliaaxoxo but never dedicating anything to me :( smh lol,ladyliaaxoxo never dedicate anything smh lol,60,44
neg,@therp_stefan @Therp_BV will cost you 600 k£ to get security alerts on odoo 8 if you are an Odoo partner. Far from community spirit. :-(,therpstefan therpbv cost 600 k£ get security alert odoo 8 odoo partner far community spirit,136,91
pos,"@Troylr5ever hey, it's Reina :)
Sorry for sounding weird, I felt like crying. http://t.co/ixPpsNWiQG",troylr5ever hey reina sorry sound weird felt like cry httptcoixppsnwiqg,100,71
pos,@room9271 thanks... I post 1 every night... usually Jamie and Ian are there...  :),room9271 thanks post 1 every night usually jamie ian,82,52
neg,Wanna feel loved :(,wan na feel loved,19,17
pos,Thank you so much @ABCTV - I didn't know the greatest magical detective #JonathanCreek was back on TV! Off to set the DVR now!! :),thank much abctv didnt know great magical detective jonathancreek back tv set dvr,130,81
neg,@MynameisQin @ManiiFanii #taeny #fyeah the link is broken :(,mynameisqin maniifanii taeny fyeah link break,60,45
neg,Keep waking up from nightmares :(,keep waking nightmare,33,21
pos,@MikeyyGee_562 @thatdudegalvan_ atleast you honest .. Still get the bitches tho :),mikeyygee562 thatdudegalvan atleast honest still get bitch tho,82,62
pos,We've got the #FridayFeeling here in the VC Careers team today :) And we have a new #job to share too: http://t.co/0q92YpovkQ ^G,weve get fridayfeeling vc career team today new job share httptco0q92ypovkq g,128,77
neg,@Graceaddley24 miss you too :( ! And haha the x's 😂😂 I still remember how u hate them xxxxx,graceaddley24 miss haha x 😂😂 still remember u hate xxxxx,91,56
pos,@hansolotto with SCoups^^ they are for 17 like jren is for nuest!:D,hansolotto scoups 17 like jren nuestd,67,37
pos,lukkkee my birthday is in 3 days it would be an awesome birthday present to get your follow !!:) @Luke5SOS,lukkkee birthday 3 day would awesome birthday present get follow luke5sos,106,73
neg,"I want to watch a movie, listen to Sizwe, eat and write my assignments at the same time.... But I can't do that :(",want watch movie listen sizwe eat write assignment time cant,114,60
neg,"@KEEMSTARx And people ask why I don't leave my house, the world is scary and fucked. 
Shootings and explosions everywhere :(",keemstarx people ask dont leave house world scary fuck shooting explosion everywhere,124,84
neg,"guys stop please :(

#ZaynIsComingBackOnJuly26 http://t.co/4gbLRYagWh",guy stop please zayniscomingbackonjuly26 httptco4gblryagwh,69,58
neg,@HanaaGhzlli hanaaaa its your birthday???? ya Allah sorry for not wishing you in the van jn i tak tau :( happy birthday gorgeous!,hanaaghzlli hanaaaa birthday ya allah sorry wish van jn tak tau happy birthday gorgeous,129,87
pos,@hectorparr0123 @hackadayio Sticker came with my sponsor prize for @HackadayPrize entry http://t.co/BnyB8BteW3. The tablet is my own :).,hectorparr0123 hackadayio sticker come sponsor prize hackadayprize entry httptcobnyb8btew3 tablet,136,97
neg,@jenxmish @wittykrushnic you are the only thing that i need :(,jenxmish wittykrushnic thing need,62,33
neg,30 minutes and counting just to pass through the EDSA AYALA tunnel... And am still not completely out. :(,30 minute count pas edsa ayala tunnel still completely,105,54
pos,"@H20akes ""Gleam of Jazz"" is my original painting. Thanks a lot for the Retweet! :) x",h20akes gleam jazz original paint thanks lot retweet x,84,54
neg,"Dadas uh iphone na, :(:( [pic] — https://t.co/Jr4U98A8ja",dada uh iphone na pic httpstcojr4u98a8ja,56,40
pos,Happiness is ... Seeing a photo of rescue mutt on twitter :) @Vivienneclore,happiness see photo rescue mutt twitter vivienneclore,75,53
neg,@Markisskill didnt have the money at the time :( but would have,markisskill didnt money time would,63,34
pos,Sometimes it's all about choosing between your ego and your relationship. :),sometimes choose ego relationship,76,33
pos,@EdwinaAlexander Good luck in London this weekend! Have a super results! Great support from Donetsk :)) ;)) ;))),edwinaalexander good luck london weekend super result great support donetsk,112,75
pos,"@KtSheeps Minecraft is pretty boring when talking to people

It's even more boring when not talking to people :p",ktsheeps minecraft pretty boring talk people even bore talk people p,112,68
neg,"@gelzarraga dude, why arent u answering any of my msgs :((",gelzarraga dude arent u answer msg,58,34
neg,@Hayleychinney Hope this isn't a regular problem for you :( Can you please let us know where you travel to/from and the time this was due?,hayleychinney hope isnt regular problem please let u know travel tofrom time due,138,80
neg,"@FrantaAndBiebxr FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",frantaandbiebxr follow thanks justinbieber please follow,80,56
pos,"@tbhhowell oh shoot, well i am watching it now :D",tbhhowell oh shoot well watch,49,29
pos,kik : qualky808 #kik #kikmenow #milf #like4like #bored #summer #sexysaturday :) http://t.co/8R2Nrl31IC,kik qualky808 kik kikmenow milf like4like bore summer sexysaturday httptco8r2nrl31ic,102,84
pos,My Song of the Week is Ducktails - Surreal Exposure #SOTW https://t.co/BeXVWh7zIR Jingly jangly loveliness! :-),song week ducktails surreal exposure sotw httpstcobexvwh7zir jingly jangly loveliness,111,85
pos,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x2",hi bam barsandmelody follow bestfriend 969horan696 love lot see warsaw lt3 love lt3 x2,136,86
pos,Given Kepler 452b distance I propose  'Far Away' as a suitable name. Perhaps @PeterFHamilton1 fans can comment or suggest alternatives? :-),give kepler 452b distance propose far away suitable name perhaps peterfhamilton1 fan comment suggest alternative,139,112
neg,SNAPCHAT : TammiRossM #snapchat #kikgirl #kikchat #wet #wife #indiemusic #sexy :( http://t.co/uxbrq1woRB,snapchat tammirossm snapchat kikgirl kikchat wet wife indiemusic sexy httptcouxbrq1worb,104,87
pos,@ignitionphoto You're very welcome. :),ignitionphoto youre welcome,38,27
pos,"@miabellasesso Have fun, gal :)  I'm going to try to go to sleep, lol.  4:15 here!!",miabellasesso fun gal im go try go sleep lol 415,83,48
pos,@Ashton5SOS @5SOS love u 2 :-),ashton5sos 5sos love u 2,30,24
neg,"@smilingkrys omaygad , i didnt know vic got surgery :( and theres amber :((( TT.TT",smilingkrys omaygad didnt know vic get surgery there amber tttt,82,63
neg,@knives_chau I'm not surprised! :(((,kniveschau im surprise,36,22
neg,"@Jurisprude1 Then about six months ago, bottom jaw, second tooth from the back broke a quarter... on all things, chewing gum! :(",jurisprude1 six month ago bottom jaw second tooth back break quarter thing chew gum,128,83
neg,There's a certain group in our fandom na mahilig mam-bully :( bakit?,there certain group fandom na mahilig mambully bakit,68,52
neg,@Zearify i was in it :(,zearify,23,7
neg,@Saurabh_tri I'm okay.. Mom was doing well all this while but day before yesterday she fainted due to low bp and now she is having fever :(,saurabhtri im okay mom well day yesterday faint due low bp fever,139,64
neg,"1. Taxi Service
2. Second Scheduled Blog Post
3. HOUSEWORK OR BUST :(",1 taxi service 2 second schedule blog post 3 housework bust,69,59
pos,@LoreTam Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),loretam hi would like impastel concert let know city country ill start work thanks,123,82
neg,"@morealtitude #ausfailia haha! I am missing out on snow :( &amp; live footy. But flight gets in day before the game that counts,2nd ye in a row!",morealtitude ausfailia haha miss snow amp live footy flight get day game counts2nd ye row,144,89
neg,@ThatPrakash11 i tried. Didn't work :(,thatprakash11 try didnt work,38,28
pos,@teen_emma @Br1stler @jeweleyegoddess @CaraToyne @CaraandSam especially you :D hehe she might show you her fish too,teenemma br1stler jeweleyegoddess caratoyne caraandsam especially hehe might show fish,115,86
pos,"Pegell, lemess (n) :D",pegell lemess n,21,15
neg,Why do people scream so much before/during fighting? .. You're only hurting your throat stop it :(,people scream much beforeduring fight youre hurt throat stop,98,60
neg,Im hungry now :(,im hungry,16,9
pos,Done :) @fannyelf7 @dhilaelf2 @gheolya @ks_ys3424 @seevia_1524 @sulpa_aiden,do fannyelf7 dhilaelf2 gheolya ksys3424 seevia1524 sulpaaiden,75,61
pos,"@Arean91 @robinashe The Asian SJW, trying not to cry...:D",arean91 robinashe asian sjw try cryd,57,36
pos,"Especially for three of you, LASS :) w/ Aling http://t.co/aRwmTLsFZr",especially three lass w aling httptcoarwmtlsfzr,68,47
